Timestamp,EventID,Username,SourceIP,Hostname,LogonType,Status
2026-04-18 00:30:42,4624,kwilson,10.0.1.72,WKS-014,10,Success
2026-04-18 00:31:03,4625,rpatel,10.0.1.70,WKS-027,2,Failed
2026-04-18 00:31:20,4624,svc_sql,10.0.1.55,WKS-028,3,Success
2026-04-18 00:32:24,4624,jsmith,10.0.1.17,WKS-026,10,Success
2026-04-18 00:33:12,4624,rpatel,10.0.1.34,WKS-013,10,Success
2026-04-18 00:34:14,4624,svc_sql,10.0.1.33,WKS-018,3,Success
2026-04-18 00:34:50,4624,tgarcia,10.0.1.22,WKS-004,10,Success
2026-04-18 00:36:04,4624,jsmith,10.0.1.40,WKS-011,3,Success
2026-04-18 00:37:11,4625,rpatel,10.0.1.61,WKS-004,2,Failed
2026-04-18 00:38:04,4624,svc_sql,10.0.1.43,WKS-030,3,Success
2026-04-18 00:39:03,4625,mchen,10.0.1.34,WKS-019,2,Failed
2026-04-18 00:39:15,4624,svc_backup,10.0.1.17,WKS-004,10,Success
2026-04-18 00:40:21,4624,bilal,10.0.1.75,WKS-006,2,Success
2026-04-18 00:40:34,4624,rpatel,10.0.1.61,WKS-008,10,Success
2026-04-18 00:41:10,4624,dthompson,10.0.1.20,WKS-027,10,Success
2026-04-18 00:42:29,4634,kwilson,10.0.1.36,SQL-01,10,Info
2026-04-18 00:43:14,4624,kwilson,10.0.1.60,WKS-009,10,Success
2026-04-18 00:44:41,4634,tgarcia,10.0.1.50,WKS-005,2,Info
2026-04-18 00:45:44,4624,jsmith,10.0.1.78,WKS-014,10,Success
2026-04-18 00:46:22,4624,svc_backup,10.0.1.18,WKS-016,3,Success
2026-04-18 00:47:03,4624,tgarcia,10.0.1.79,WKS-020,10,Success
2026-04-18 00:48:31,4624,administrator,10.0.1.48,SQL-01,2,Success
2026-04-18 00:48:53,4634,jsmith,10.0.1.23,WKS-036,2,Info
2026-04-18 00:49:32,4634,dthompson,10.0.1.36,WKS-022,2,Info
2026-04-18 00:50:58,4634,administrator,10.0.1.72,WKS-017,2,Info
2026-04-18 00:51:14,4672,kwilson,10.0.1.15,WKS-001,3,Info
2026-04-18 00:51:35,4634,mchen,10.0.1.66,WKS-036,10,Info
2026-04-18 00:52:34,4624,jsmith,10.0.1.19,VPN-01,2,Success
2026-04-18 00:53:48,4624,svc_backup,10.0.1.28,WKS-028,2,Success
2026-04-18 00:53:58,4634,svc_backup,10.0.1.15,WKS-023,2,Info
2026-04-18 00:54:34,4624,svc_backup,10.0.1.62,DC-01,10,Success
2026-04-18 00:54:58,4624,mchen,10.0.1.32,WKS-027,2,Success
2026-04-18 00:55:25,4634,svc_sql,10.0.1.41,WKS-018,2,Info
2026-04-18 00:55:43,4672,bilal,10.0.1.70,WKS-015,2,Info
2026-04-18 00:56:46,4634,kwilson,10.0.1.39,WKS-015,2,Info
2026-04-18 00:58:15,4624,svc_sql,10.0.1.52,WKS-018,2,Success
2026-04-18 00:58:55,4634,administrator,10.0.1.61,WEB-01,10,Info
2026-04-18 00:59:42,4624,jsmith,10.0.1.43,WKS-012,10,Success
2026-04-18 01:00:20,4624,jsmith,10.0.1.65,WKS-023,10,Success
2026-04-18 01:01:05,4672,dthompson,10.0.1.75,WKS-008,3,Info
2026-04-18 01:02:23,4624,kwilson,10.0.1.15,WKS-028,2,Success
2026-04-18 01:03:34,4624,svc_backup,10.0.1.65,WKS-005,10,Success
2026-04-18 01:04:21,4634,jsmith,10.0.1.48,WKS-033,3,Info
2026-04-18 01:05:51,4672,svc_backup,10.0.1.61,VPN-01,3,Info
2026-04-18 01:07:06,4624,rpatel,10.0.1.63,SQL-01,3,Success
2026-04-18 01:07:33,4634,svc_sql,10.0.1.10,WKS-020,3,Info
2026-04-18 01:08:04,4672,dthompson,10.0.1.51,WKS-030,3,Info
2026-04-18 01:09:05,4624,administrator,10.0.1.70,WKS-011,10,Success
2026-04-18 01:09:20,4634,administrator,10.0.1.52,WKS-006,2,Info
2026-04-18 01:10:04,4624,rpatel,10.0.1.28,WKS-002,2,Success
2026-04-18 01:10:40,4625,dthompson,10.0.1.19,WKS-030,3,Failed
2026-04-18 01:12:05,4624,svc_sql,10.0.1.73,WKS-026,2,Success
2026-04-18 01:12:28,4624,jsmith,10.0.1.64,WKS-015,2,Success
2026-04-18 01:13:39,4625,bilal,10.0.1.41,WKS-008,3,Failed
2026-04-18 01:14:01,4625,administrator,10.0.1.50,WKS-029,10,Failed
2026-04-18 01:15:10,4672,administrator,10.0.1.67,WKS-011,10,Info
2026-04-18 01:16:15,4625,kwilson,10.0.1.41,DC-02,3,Failed
2026-04-18 01:17:26,4625,rpatel,10.0.1.45,WKS-029,2,Failed
2026-04-18 01:18:07,4624,kwilson,10.0.1.52,WKS-021,10,Success
2026-04-18 01:18:22,4624,mchen,10.0.1.39,WKS-025,10,Success
2026-04-18 01:18:46,4624,jsmith,10.0.1.63,WKS-027,3,Success
2026-04-18 01:20:00,4625,svc_sql,10.0.1.17,WKS-014,3,Failed
2026-04-18 01:20:54,4624,dthompson,10.0.1.58,WKS-031,2,Success
2026-04-18 01:21:44,4634,svc_sql,10.0.1.63,WKS-035,10,Info
2026-04-18 01:22:58,4624,tgarcia,10.0.1.38,WKS-018,3,Success
2026-04-18 01:24:05,4624,svc_sql,10.0.1.53,SQL-01,10,Success
2026-04-18 01:25:01,4624,tgarcia,10.0.1.26,DC-01,10,Success
2026-04-18 01:25:09,4672,dthompson,10.0.1.13,WKS-006,10,Info
2026-04-18 01:26:08,4624,tgarcia,10.0.1.33,WKS-004,3,Success
2026-04-18 01:27:01,4634,rpatel,10.0.1.68,WKS-021,3,Info
2026-04-18 01:27:54,4634,svc_sql,10.0.1.42,WKS-006,3,Info
2026-04-18 01:28:01,4624,svc_backup,10.0.1.38,FILE-01,2,Success
2026-04-18 01:29:29,4624,bilal,10.0.1.41,WKS-013,2,Success
2026-04-18 01:30:53,4624,rpatel,10.0.1.26,WKS-031,10,Success
2026-04-18 01:31:12,4624,tgarcia,10.0.1.42,WKS-024,2,Success
2026-04-18 01:32:34,4624,mchen,10.0.1.49,WKS-007,10,Success
2026-04-18 01:32:42,4634,dthompson,10.0.1.58,WKS-026,10,Info
2026-04-18 01:33:12,4624,dthompson,10.0.1.41,WKS-007,10,Success
2026-04-18 01:33:55,4624,dthompson,10.0.1.15,WKS-023,10,Success
2026-04-18 01:34:54,4634,jsmith,10.0.1.74,FILE-01,3,Info
2026-04-18 01:35:00,4672,tgarcia,10.0.1.23,WKS-028,3,Info
2026-04-18 01:36:26,4625,mchen,10.0.1.65,WKS-012,10,Failed
2026-04-18 01:37:37,4634,dthompson,10.0.1.78,WKS-031,3,Info
2026-04-18 01:38:37,4634,svc_backup,10.0.1.41,WKS-006,3,Info
2026-04-18 01:39:39,4624,tgarcia,10.0.1.58,WKS-022,2,Success
2026-04-18 01:40:47,4634,mchen,10.0.1.72,WKS-014,3,Info
2026-04-18 01:41:25,4634,kwilson,10.0.1.45,WKS-036,2,Info
2026-04-18 01:42:36,4624,jsmith,10.0.1.40,WKS-027,3,Success
2026-04-18 01:43:52,4624,tgarcia,10.0.1.72,WKS-029,2,Success
2026-04-18 01:44:08,4634,rpatel,10.0.1.61,VPN-01,2,Info
2026-04-18 01:44:52,4634,tgarcia,10.0.1.77,WKS-023,3,Info
2026-04-18 01:46:07,4634,svc_backup,10.0.1.68,WKS-018,3,Info
2026-04-18 01:46:44,4624,jsmith,10.0.1.34,WKS-021,2,Success
2026-04-18 01:47:57,4624,rpatel,10.0.1.37,WKS-031,3,Success
2026-04-18 01:49:17,4634,jsmith,10.0.1.34,WKS-019,2,Info
2026-04-18 01:50:08,4624,kwilson,10.0.1.11,WKS-035,2,Success
2026-04-18 01:50:48,4624,bilal,10.0.1.47,VPN-01,2,Success
2026-04-18 01:52:14,4625,jsmith,10.0.1.11,WKS-037,3,Failed
2026-04-18 01:53:19,4625,tgarcia,10.0.1.53,WKS-012,2,Failed
2026-04-18 01:53:56,4625,jsmith,10.0.1.18,WKS-026,3,Failed
2026-04-18 01:54:10,4624,mchen,10.0.1.29,WKS-037,3,Success
2026-04-18 01:54:25,4624,jsmith,10.0.1.63,WKS-039,10,Success
2026-04-18 01:55:49,4624,administrator,10.0.1.58,WKS-029,3,Success
2026-04-18 01:56:32,4672,kwilson,10.0.1.17,DC-01,10,Info
2026-04-18 01:56:49,4624,rpatel,10.0.1.43,SQL-01,2,Success
2026-04-18 01:57:14,4624,mchen,10.0.1.19,WKS-011,2,Success
2026-04-18 01:58:11,4625,dthompson,10.0.1.70,WKS-019,2,Failed
2026-04-18 01:58:45,4634,kwilson,10.0.1.68,WKS-005,10,Info
2026-04-18 01:59:19,4634,dthompson,10.0.1.35,WKS-028,2,Info
2026-04-18 02:00:33,4624,mchen,10.0.1.44,WKS-010,2,Success
2026-04-18 02:00:45,4624,kwilson,10.0.1.46,WKS-029,2,Success
2026-04-18 02:01:49,4634,svc_sql,10.0.1.44,WKS-033,10,Info
2026-04-18 02:02:57,4625,jsmith,10.0.1.15,WKS-028,10,Failed
2026-04-18 02:03:43,4634,bilal,10.0.1.21,WKS-015,10,Info
2026-04-18 02:05:01,4624,kwilson,10.0.1.15,WKS-012,3,Success
2026-04-18 02:06:12,4625,kwilson,10.0.1.33,WKS-038,3,Failed
2026-04-18 02:07:38,4625,jsmith,10.0.1.70,WKS-023,3,Failed
2026-04-18 02:08:25,4634,jsmith,10.0.1.30,WKS-022,3,Info
2026-04-18 02:09:33,4634,svc_sql,10.0.1.14,WKS-030,2,Info
2026-04-18 02:10:18,4634,svc_backup,10.0.1.24,WKS-026,10,Info
2026-04-18 02:10:23,4625,svc_sql,10.0.1.16,WKS-013,10,Failed
2026-04-18 02:11:14,4625,tgarcia,10.0.1.16,WKS-014,3,Failed
2026-04-18 02:12:29,4624,kwilson,10.0.1.66,VPN-01,3,Success
2026-04-18 02:12:49,4624,dthompson,10.0.1.40,WKS-011,3,Success
2026-04-18 02:14:04,4624,administrator,10.0.1.62,WKS-006,2,Success
2026-04-18 02:14:07,4625,guest,203.0.113.42,DC-01,3,Failed
2026-04-18 02:14:20,4625,root,203.0.113.42,DC-01,3,Failed
2026-04-18 02:14:23,4625,jsmith,10.0.1.29,WKS-032,10,Failed
2026-04-18 02:14:33,4625,oracle,203.0.113.42,DC-01,3,Failed
2026-04-18 02:14:49,4625,bilal,203.0.113.42,DC-01,3,Failed
2026-04-18 02:15:03,4625,test,203.0.113.42,DC-01,3,Failed
2026-04-18 02:15:05,4634,svc_sql,10.0.1.71,WKS-031,2,Info
2026-04-18 02:15:21,4625,oracle,203.0.113.42,DC-01,3,Failed
2026-04-18 02:15:33,4625,administrator,203.0.113.42,DC-01,3,Failed
2026-04-18 02:15:50,4625,administrator,203.0.113.42,DC-01,3,Failed
2026-04-18 02:16:07,4625,admin,203.0.113.42,DC-01,3,Failed
2026-04-18 02:16:08,4624,svc_sql,10.0.1.34,WKS-039,10,Success
2026-04-18 02:16:20,4625,test,203.0.113.42,DC-01,3,Failed
2026-04-18 02:16:30,4624,kwilson,10.0.1.63,WKS-022,10,Success
2026-04-18 02:16:33,4625,admin,203.0.113.42,DC-01,3,Failed
2026-04-18 02:16:52,4625,guest,203.0.113.42,DC-01,3,Failed
2026-04-18 02:17:03,4625,postgres,203.0.113.42,DC-01,3,Failed
2026-04-18 02:17:09,4624,kwilson,10.0.1.48,WKS-038,10,Success
2026-04-18 02:17:20,4625,bilal,203.0.113.42,DC-01,3,Failed
2026-04-18 02:17:35,4625,bilal,203.0.113.42,DC-01,3,Failed
2026-04-18 02:17:49,4625,guest,203.0.113.42,DC-01,3,Failed
2026-04-18 02:18:05,4625,oracle,203.0.113.42,DC-01,3,Failed
2026-04-18 02:18:20,4625,test,203.0.113.42,DC-01,3,Failed
2026-04-18 02:18:33,4625,guest,203.0.113.42,DC-01,3,Failed
2026-04-18 02:18:38,4625,mchen,10.0.1.67,WKS-035,3,Failed
2026-04-18 02:18:49,4625,root,203.0.113.42,DC-01,3,Failed
2026-04-18 02:19:05,4625,admin,203.0.113.42,DC-01,3,Failed
2026-04-18 02:19:18,4625,postgres,203.0.113.42,DC-01,3,Failed
2026-04-18 02:19:27,4634,administrator,10.0.1.79,WKS-025,3,Info
2026-04-18 02:19:37,4625,oracle,203.0.113.42,DC-01,3,Failed
2026-04-18 02:20:13,4624,rpatel,10.0.1.59,WKS-015,3,Success
2026-04-18 02:20:23,4634,tgarcia,10.0.1.58,WKS-025,10,Info
2026-04-18 02:21:51,4624,tgarcia,10.0.1.14,WKS-009,10,Success
2026-04-18 02:23:11,4634,jsmith,10.0.1.66,WKS-007,10,Info
2026-04-18 02:24:14,4624,mchen,10.0.1.62,FILE-01,2,Success
2026-04-18 02:24:28,4625,kwilson,10.0.1.53,DC-01,10,Failed
2026-04-18 02:25:23,4624,svc_backup,10.0.1.78,WKS-025,3,Success
2026-04-18 02:26:48,4625,administrator,10.0.1.14,DC-01,2,Failed
2026-04-18 02:27:23,4634,rpatel,10.0.1.21,WKS-028,2,Info
2026-04-18 02:28:49,4624,tgarcia,10.0.1.31,VPN-01,3,Success
2026-04-18 02:28:57,4624,svc_backup,10.0.1.17,WKS-019,3,Success
2026-04-18 02:29:49,4672,mchen,10.0.1.41,WKS-034,3,Info
2026-04-18 02:31:06,4624,mchen,10.0.1.32,WKS-006,10,Success
2026-04-18 02:31:59,4624,tgarcia,10.0.1.28,WKS-015,3,Success
2026-04-18 02:33:25,4634,tgarcia,10.0.1.42,SQL-01,2,Info
2026-04-18 02:34:29,4634,administrator,10.0.1.30,WKS-005,3,Info
2026-04-18 02:35:18,4634,svc_sql,10.0.1.42,WKS-030,3,Info
2026-04-18 02:35:48,4672,tgarcia,10.0.1.23,WKS-016,3,Info
2026-04-18 02:37:06,4634,dthompson,10.0.1.47,VPN-01,3,Info
2026-04-18 02:37:13,4672,kwilson,10.0.1.11,WKS-037,10,Info
2026-04-18 02:37:24,4625,kwilson,10.0.1.39,WKS-039,3,Failed
2026-04-18 02:37:57,4624,dthompson,10.0.1.42,WEB-01,10,Success
2026-04-18 02:39:26,4624,jsmith,10.0.1.15,WKS-020,3,Success
2026-04-18 02:39:35,4634,mchen,10.0.1.21,WKS-019,3,Info
2026-04-18 02:40:33,4624,rpatel,10.0.1.26,WKS-035,3,Success
2026-04-18 02:41:45,4634,mchen,10.0.1.42,WKS-031,3,Info
2026-04-18 02:42:33,4624,tgarcia,10.0.1.19,WKS-010,2,Success
2026-04-18 02:43:28,4634,jsmith,10.0.1.60,WKS-001,3,Info
2026-04-18 02:44:41,4624,tgarcia,10.0.1.57,WEB-01,10,Success
2026-04-18 02:45:19,4672,svc_backup,10.0.1.23,WEB-01,2,Info
2026-04-18 02:46:24,4624,dthompson,10.0.1.51,DC-01,2,Success
2026-04-18 02:47:51,4624,tgarcia,10.0.1.48,FILE-01,3,Success
2026-04-18 02:48:10,4624,bilal,10.0.1.14,WKS-020,3,Success
2026-04-18 02:48:29,4624,rpatel,10.0.1.78,WKS-009,3,Success
2026-04-18 02:49:32,4634,administrator,10.0.1.63,WKS-038,10,Info
2026-04-18 02:49:56,4672,jsmith,10.0.1.72,DC-01,3,Info
2026-04-18 02:50:36,4624,svc_backup,10.0.1.37,WKS-029,3,Success
2026-04-18 02:51:11,4634,jsmith,10.0.1.57,WKS-035,10,Info
2026-04-18 02:52:01,4624,svc_sql,10.0.1.45,WKS-013,2,Success
2026-04-18 02:53:04,4624,rpatel,10.0.1.12,WKS-004,3,Success
2026-04-18 02:53:40,4624,dthompson,10.0.1.36,WKS-005,10,Success
2026-04-18 02:54:11,4624,rpatel,10.0.1.52,WKS-010,10,Success
2026-04-18 02:54:16,4634,mchen,10.0.1.26,WKS-035,3,Info
2026-04-18 02:54:43,4624,bilal,10.0.1.26,WKS-001,3,Success
2026-04-18 02:55:18,4634,bilal,10.0.1.32,WKS-017,2,Info
2026-04-18 02:55:39,4672,administrator,10.0.1.24,WKS-005,3,Info
2026-04-18 02:56:41,4634,administrator,10.0.1.23,WKS-029,10,Info
2026-04-18 02:57:14,4624,administrator,10.0.1.48,WKS-030,10,Success
2026-04-18 02:57:22,4624,tgarcia,10.0.1.61,WKS-028,10,Success
2026-04-18 02:57:40,4625,tgarcia,10.0.1.19,WKS-006,3,Failed
2026-04-18 02:59:02,4624,jsmith,10.0.1.26,WKS-018,10,Success
2026-04-18 03:00:28,4634,svc_sql,10.0.1.77,WKS-019,3,Info
2026-04-18 03:01:15,4625,svc_backup,198.51.100.7,FILE-01,3,Failed
2026-04-18 03:01:37,4672,jsmith,10.0.1.24,FILE-01,10,Info
2026-04-18 03:02:18,4625,svc_backup,198.51.100.7,FILE-01,3,Failed
2026-04-18 03:02:52,4624,svc_sql,10.0.1.67,WKS-015,3,Success
2026-04-18 03:03:29,4625,svc_backup,198.51.100.7,FILE-01,3,Failed
2026-04-18 03:03:40,4625,svc_sql,10.0.1.63,WKS-007,3,Failed
2026-04-18 03:04:23,4625,svc_backup,198.51.100.7,FILE-01,3,Failed
2026-04-18 03:04:39,4634,kwilson,10.0.1.57,WKS-010,10,Info
2026-04-18 03:05:29,4625,svc_backup,198.51.100.7,FILE-01,3,Failed
2026-04-18 03:05:44,4624,jsmith,10.0.1.20,WKS-006,3,Success
2026-04-18 03:06:01,4634,mchen,10.0.1.17,WKS-038,10,Info
2026-04-18 03:06:22,4625,svc_backup,198.51.100.7,FILE-01,3,Failed
2026-04-18 03:07:17,4634,jsmith,10.0.1.62,WKS-023,10,Info
2026-04-18 03:07:20,4625,svc_backup,198.51.100.7,FILE-01,3,Failed
2026-04-18 03:08:16,4624,kwilson,10.0.1.49,WKS-023,2,Success
2026-04-18 03:08:16,4625,svc_backup,198.51.100.7,FILE-01,3,Failed
2026-04-18 03:09:34,4624,mchen,10.0.1.71,WKS-015,2,Success
2026-04-18 03:10:23,4634,jsmith,10.0.1.45,WKS-037,2,Info
2026-04-18 03:11:22,4624,dthompson,10.0.1.44,WKS-002,2,Success
2026-04-18 03:12:01,4634,svc_backup,10.0.1.54,WKS-001,2,Info
2026-04-18 03:12:24,4672,jsmith,10.0.1.28,DC-02,2,Info
2026-04-18 03:12:40,4624,svc_sql,10.0.1.63,WKS-030,3,Success
2026-04-18 03:13:05,4634,kwilson,10.0.1.51,WKS-037,10,Info
2026-04-18 03:13:20,4624,mchen,10.0.1.30,DC-01,2,Success
2026-04-18 03:13:35,4634,tgarcia,10.0.1.64,WKS-032,10,Info
2026-04-18 03:14:36,4672,kwilson,10.0.1.37,WKS-033,2,Info
2026-04-18 03:15:25,4672,jsmith,10.0.1.46,WEB-01,10,Info
2026-04-18 03:16:45,4625,administrator,10.0.1.49,WKS-003,2,Failed
2026-04-18 03:17:40,4624,bilal,10.0.1.36,WKS-020,2,Success
2026-04-18 03:18:02,4634,kwilson,10.0.1.51,WKS-008,2,Info
2026-04-18 03:19:10,4672,mchen,10.0.1.26,WKS-025,10,Info
2026-04-18 03:19:44,4634,jsmith,10.0.1.60,WKS-003,3,Info
2026-04-18 03:19:51,4625,jsmith,10.0.1.50,WKS-037,3,Failed
2026-04-18 03:21:09,4672,svc_sql,10.0.1.47,WKS-008,3,Info
2026-04-18 03:21:16,4634,mchen,10.0.1.68,VPN-01,3,Info
2026-04-18 03:21:32,4672,jsmith,10.0.1.41,WKS-028,10,Info
2026-04-18 03:22:28,4624,svc_sql,10.0.1.49,WKS-022,2,Success
2026-04-18 03:23:15,4624,jsmith,10.0.1.75,DC-02,2,Success
2026-04-18 03:24:27,4624,svc_backup,10.0.1.54,FILE-01,2,Success
2026-04-18 03:25:02,4624,mchen,10.0.1.42,WKS-013,2,Success
2026-04-18 03:26:24,4624,jsmith,10.0.1.32,DC-02,3,Success
2026-04-18 03:27:28,4625,dthompson,10.0.1.51,DC-02,3,Failed
2026-04-18 03:27:52,4625,jsmith,10.0.1.70,WKS-029,10,Failed
2026-04-18 03:28:35,4634,dthompson,10.0.1.17,WKS-023,10,Info
2026-04-18 03:28:49,4634,tgarcia,10.0.1.67,WKS-003,2,Info
2026-04-18 03:29:41,4634,jsmith,10.0.1.21,DC-01,10,Info
2026-04-18 03:30:50,4672,tgarcia,10.0.1.15,WKS-029,10,Info
2026-04-18 03:32:18,4624,svc_backup,10.0.1.70,WKS-033,2,Success
2026-04-18 03:32:30,4625,jsmith,10.0.1.53,WKS-006,10,Failed
2026-04-18 03:33:57,4624,bilal,10.0.1.41,WKS-029,3,Success
2026-04-18 03:35:09,4624,svc_backup,10.0.1.57,WKS-019,3,Success
2026-04-18 03:36:06,4634,dthompson,10.0.1.16,DC-02,10,Info
2026-04-18 03:36:53,4624,svc_backup,10.0.1.22,WKS-036,10,Success
2026-04-18 03:37:47,4634,kwilson,10.0.1.29,WKS-022,2,Info
2026-04-18 03:39:06,4624,svc_backup,10.0.1.49,FILE-01,10,Success
2026-04-18 03:40:35,4672,mchen,10.0.1.20,WKS-020,10,Info
2026-04-18 03:41:28,4634,mchen,10.0.1.77,WKS-006,10,Info
2026-04-18 03:42:58,4672,administrator,10.0.1.56,WKS-002,3,Info
2026-04-18 03:43:42,4624,rpatel,10.0.1.53,WKS-032,2,Success
2026-04-18 03:44:15,4624,mchen,10.0.1.19,WKS-019,2,Success
2026-04-18 03:45:24,4624,svc_backup,10.0.1.26,WKS-039,3,Success
2026-04-18 03:45:48,4624,mchen,10.0.1.31,WKS-029,2,Success
2026-04-18 03:46:45,4634,rpatel,10.0.1.66,DC-01,3,Info
2026-04-18 03:47:47,4624,administrator,10.0.1.40,WKS-020,3,Success
2026-04-18 03:48:16,4634,dthompson,10.0.1.66,WKS-030,3,Info
2026-04-18 03:49:09,4672,mchen,10.0.1.35,WKS-039,2,Info
2026-04-18 03:49:46,4624,tgarcia,10.0.1.57,WKS-036,2,Success
2026-04-18 03:50:57,4624,kwilson,10.0.1.20,WKS-011,3,Success
2026-04-18 03:51:59,4624,svc_sql,10.0.1.21,WKS-015,3,Success
2026-04-18 03:52:48,4624,svc_sql,10.0.1.16,WKS-026,10,Success
2026-04-18 03:53:40,4624,svc_sql,10.0.1.20,WKS-024,2,Success
2026-04-18 03:53:48,4634,jsmith,10.0.1.52,WKS-010,2,Info
2026-04-18 03:53:57,4634,tgarcia,10.0.1.27,WKS-031,3,Info
2026-04-18 03:55:20,4624,jsmith,10.0.1.12,WKS-017,2,Success
2026-04-18 03:55:44,4672,jsmith,10.0.1.46,WKS-016,3,Info
2026-04-18 03:56:04,4624,rpatel,10.0.1.63,DC-02,10,Success
2026-04-18 03:57:07,4624,jsmith,10.0.1.73,WKS-039,10,Success
2026-04-18 03:57:14,4624,mchen,10.0.1.47,WKS-028,2,Success
2026-04-18 03:58:37,4634,rpatel,10.0.1.63,WKS-012,10,Info
2026-04-18 04:00:07,4624,administrator,10.0.1.56,WKS-005,10,Success
2026-04-18 04:01:21,4624,svc_sql,10.0.1.70,WKS-003,10,Success
2026-04-18 04:02:15,4634,kwilson,10.0.1.12,WKS-023,2,Info
2026-04-18 04:03:04,4624,jsmith,10.0.1.52,WKS-009,2,Success
2026-04-18 04:03:54,4634,mchen,10.0.1.69,VPN-01,3,Info
2026-04-18 04:05:19,4624,mchen,10.0.1.18,WKS-030,2,Success
2026-04-18 04:06:01,4624,bilal,10.0.1.35,WKS-003,3,Success
2026-04-18 04:06:45,4672,administrator,10.0.1.70,WKS-017,2,Info
2026-04-18 04:08:12,4624,kwilson,10.0.1.55,WKS-004,10,Success
2026-04-18 04:08:59,4634,jsmith,10.0.1.57,WKS-028,3,Info
2026-04-18 04:10:00,4672,svc_backup,10.0.1.33,WKS-032,10,Info
2026-04-18 04:11:08,4634,administrator,10.0.1.44,WKS-006,10,Info
2026-04-18 04:12:07,4624,svc_sql,10.0.1.33,WKS-035,3,Success
2026-04-18 04:12:53,4624,jsmith,10.0.1.51,SQL-01,3,Success
2026-04-18 04:13:37,4625,dthompson,10.0.1.64,WKS-011,10,Failed
2026-04-18 04:14:38,4634,tgarcia,10.0.1.15,WKS-023,10,Info
2026-04-18 04:15:38,4634,bilal,10.0.1.19,SQL-01,10,Info
2026-04-18 04:16:34,4634,administrator,10.0.1.30,WKS-002,2,Info
2026-04-18 04:17:56,4625,bilal,10.0.1.26,WKS-005,2,Failed
2026-04-18 04:19:23,4634,svc_backup,10.0.1.59,WKS-037,2,Info
2026-04-18 04:20:45,4624,tgarcia,10.0.1.57,WKS-024,3,Success
2026-04-18 04:20:59,4624,administrator,10.0.1.56,WKS-026,3,Success
2026-04-18 04:22:27,4634,rpatel,10.0.1.24,WKS-002,10,Info
2026-04-18 04:22:55,4625,administrator,10.0.1.59,WKS-036,2,Failed
2026-04-18 04:23:33,4634,tgarcia,10.0.1.37,DC-01,3,Info
2026-04-18 04:24:40,4624,jsmith,10.0.1.27,WKS-005,3,Success
2026-04-18 04:25:07,4625,jsmith,10.0.1.50,SQL-01,3,Failed
